Year_Birth,Education,Marital_Status,Income,Kidhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumStorePurchases,NumWebVisitsMonth,Complain,WebPurchases,Age,Children,TotalSpent,CustomerType
1972,Graduation,Married,65685.0,0,54,642,14,49,0,7,57,9,5,0,1,54,0,769,Comprador
1978,2n Cycle,Married,25804.0,1,34,8,7,9,13,6,12,3,8,0,0,48,1,55,Não Comprador
1980,PhD,Single,76412.0,0,15,840,53,804,23,71,17,8,3,0,1,46,0,1808,Comprador
1972,Graduation,Married,22063.0,1,43,7,10,13,3,11,11,3,7,0,0,54,1,55,Não Comprador
1961,Graduation,Single,57091.0,0,0,464,5,64,7,0,37,7,5,0,1,65,0,577,Comprador
1963,Graduation,Married,22419.0,0,74,30,3,47,19,21,42,2,8,0,0,63,0,162,Não Comprador
1959,Graduation,Together,87771.0,0,61,1492,38,287,50,57,33,4,6,0,1,67,0,1957,Comprador
1959,2n Cycle,Divorced,78353.0,0,51,752,122,476,39,153,34,11,8,0,1,67,0,1576,Comprador
1954,Graduation,Married,93404.0,1,97,1279,15,287,20,0,15,7,5,0,0,72,1,1616,Não Comprador
1962,Graduation,Divorced,37859.0,1,75,22,1,8,2,1,2,3,8,0,0,64,1,36,Não Comprador
1958,PhD,Widow,80995.0,0,83,860,28,409,73,56,56,4,4,0,1,68,0,1482,Comprador
1984,Graduation,Together,16529.0,1,23,3,0,5,13,0,1,3,6,0,0,42,1,22,Não Comprador
1976,PhD,Divorced,55412.0,1,65,10,5,28,11,1,8,3,5,0,0,50,1,63,Não Comprador
1992,Graduation,Single,48789.0,0,94,351,16,156,7,5,145,7,6,0,1,34,0,680,Comprador
1967,PhD,Together,56575.0,0,42,421,5,90,0,16,10,7,5,0,1,59,0,542,Comprador
1980,2n Cycle,Together,25130.0,1,10,2,5,7,0,18,18,3,7,0,0,46,1,50,Não Comprador
1967,Graduation,Married,35441.0,1,94,25,1,9,2,1,1,3,8,0,0,59,1,39,Não Comprador
1956,Graduation,Married,71391.0,0,50,336,123,274,46,123,141,12,3,0,1,70,0,1043,Comprador
1972,Master,Single,49494.0,1,46,191,9,97,0,6,82,5,7,0,1,54,1,385,Comprador
1980,Graduation,Divorced,81702.0,0,98,563,50,774,28,31,187,12,3,0,1,46,0,1633,Comprador
1980,2n Cycle,Single,45889.0,0,42,31,0,6,0,1,8,3,6,0,0,46,0,46,Não Comprador
1977,Graduation,Single,56628.0,0,30,479,5,82,7,17,171,5,5,0,1,49,0,761,Comprador
1950,Graduation,Together,34026.0,1,11,18,6,15,12,8,17,3,5,0,0,76,1,76,Não Comprador
1974,Graduation,Married,40049.0,0,61,91,65,52,10,44,28,6,5,0,0,52,0,290,Não Comprador
1988,Graduation,Single,34176.0,1,12,5,7,24,19,14,20,4,6,0,0,38,1,89,Não Comprador
1981,Graduation,Married,19419.0,1,76,2,14,28,16,3,7,3,9,0,1,45,1,70,Comprador
1960,2n Cycle,Married,82504.0,0,2,362,50,431,134,35,54,7,1,0,0,66,0,1066,Não Comprador
1970,Graduation,Together,81205.0,0,43,724,74,929,97,55,130,7,2,0,1,56,0,2009,Comprador
1991,2n Cycle,Single,61618.0,0,27,605,91,399,0,45,205,8,3,0,0,35,0,1345,Não Comprador
1956,Master,Single,55284.0,0,60,547,7,140,0,7,63,8,5,0,1,70,0,764,Comprador
1963,Graduation,Single,49980.0,0,79,104,1,54,13,9,14,5,5,0,0,63,0,195,Não Comprador
1980,Graduation,Married,15072.0,2,96,8,2,15,0,10,18,3,5,0,0,46,2,53,Não Comprador
1974,Graduation,Single,49166.0,0,17,224,2,25,7,0,110,3,6,0,1,52,0,368,Comprador
1954,PhD,Married,65324.0,0,0,384,0,102,21,32,5,9,4,0,1,72,0,544,Comprador
1957,2n Cycle,Married,82347.0,0,38,556,54,845,202,133,63,10,3,0,1,69,0,1853,Comprador
1966,PhD,Together,30843.0,1,43,24,0,2,0,0,9,2,5,0,0,60,1,35,Não Comprador
1974,PhD,Married,46374.0,0,1,408,0,21,0,0,17,7,8,0,1,52,0,446,Comprador
1979,Graduation,Single,60474.0,0,25,265,199,303,234,9,170,12,7,0,1,47,0,1180,Comprador
1973,Master,Married,38576.0,0,2,34,0,7,0,0,0,3,7,0,0,53,0,41,Não Comprador
1985,Graduation,Married,55357.0,2,66,374,64,116,84,25,64,11,5,0,1,41,2,727,Comprador
1966,Graduation,Together,37758.0,1,49,27,2,10,0,0,1,3,8,0,0,60,1,40,Não Comprador
1989,2n Cycle,Married,85710.0,0,5,600,20,350,29,30,33,10,2,0,1,37,0,1062,Comprador
1969,Graduation,Together,23228.0,1,71,13,2,18,6,1,0,3,8,0,0,57,1,40,Não Comprador
1969,Master,Together,44602.0,1,35,167,2,89,0,0,34,4,8,0,1,57,1,292,Comprador
1987,Graduation,Married,7500.0,0,94,0,2,3,4,1,5,3,6,0,0,39,0,15,Não Comprador
1989,2n Cycle,Together,38683.0,1,80,46,35,69,84,41,66,6,7,0,1,37,1,341,Comprador
1975,2n Cycle,Single,49514.0,1,61,88,39,78,58,13,93,4,7,0,1,51,1,369,Comprador
1973,PhD,Together,57906.0,0,29,243,11,119,10,3,15,8,4,0,1,53,0,401,Comprador
1966,Master,Single,43456.0,0,0,275,11,68,25,7,7,8,5,0,1,60,0,393,Comprador
1986,Master,Single,19485.0,2,80,6,0,4,0,0,0,2,7,0,0,40,2,10,Não Comprador
1978,Graduation,Together,53172.0,0,54,121,62,90,68,20,125,8,3,0,0,48,0,486,Não Comprador
1979,Graduation,Together,30545.0,1,71,4,12,15,19,7,12,3,7,0,0,47,1,69,Não Comprador
1983,PhD,Together,70123.0,0,27,1308,0,396,23,0,0,4,3,0,1,43,0,1727,Comprador
1959,Graduation,Single,62450.0,0,61,515,47,267,62,66,38,4,3,0,1,67,0,995,Comprador
1976,Graduation,Together,21675.0,1,55,4,0,16,17,4,4,3,7,0,1,50,1,45,Comprador
1981,2n Cycle,Single,42395.0,1,35,48,13,57,24,15,25,4,7,0,0,45,1,182,Não Comprador
1978,Master,Together,61346.0,1,34,562,58,168,43,16,142,10,3,0,1,48,1,989,Comprador
1953,Graduation,Together,80812.0,0,95,769,22,500,210,143,33,5,2,0,1,73,0,1677,Comprador
1971,Master,Divorced,42835.0,1,64,379,4,93,12,9,98,4,6,0,1,55,1,595,Comprador
1983,Graduation,Married,39922.0,1,30,29,12,59,19,1,36,4,8,0,0,43,1,156,Não Comprador
1956,Master,Single,86424.0,0,12,387,68,569,89,45,68,12,1,0,1,70,0,1226,Comprador
1978,2n Cycle,Together,17117.0,1,96,12,23,38,30,18,7,3,9,0,0,48,1,128,Não Comprador
1972,Graduation,Single,24762.0,1,16,6,10,12,3,15,40,2,8,0,0,54,1,86,Não Comprador
1975,Graduation,Married,35797.0,0,16,27,1,14,4,1,21,3,8,0,0,51,0,68,Não Comprador
1975,Graduation,Divorced,36627.0,2,78,9,1,5,0,0,1,3,5,0,0,51,2,16,Não Comprador
1981,2n Cycle,Married,51111.0,1,83,22,0,19,6,5,3,3,6,0,0,45,1,55,Não Comprador
1972,PhD,Single,86857.0,0,96,899,102,838,133,102,40,10,2,0,1,54,0,2114,Comprador
1970,PhD,Together,82072.0,0,67,889,55,685,168,92,129,13,1,0,0,56,0,2018,Não Comprador
1953,PhD,Single,46231.0,2,87,189,2,55,0,5,12,4,9,0,1,73,2,263,Comprador
1959,Graduation,Married,42243.0,1,34,48,0,2,0,0,5,3,7,0,0,67,1,55,Não Comprador
1962,Graduation,Together,51195.0,1,46,230,14,156,82,24,58,5,8,0,1,64,1,564,Comprador
1978,Master,Single,68092.0,0,7,852,60,207,78,36,48,10,5,0,0,48,0,1281,Não Comprador
1973,Graduation,Married,31814.0,1,73,35,3,20,4,1,20,3,9,0,0,53,1,83,Não Comprador
1965,Master,Widow,51390.0,1,54,205,20,47,23,2,56,5,5,0,1,61,1,353,Comprador
1983,Graduation,Married,76630.0,0,93,255,31,446,40,56,175,11,1,0,0,43,0,1003,Não Comprador
1991,Basic,Single,26868.0,1,52,0,0,1,8,3,2,2,7,0,0,35,1,14,Não Comprador
1943,PhD,Divorced,48948.0,0,53,437,8,206,160,49,42,5,6,0,1,83,0,902,Comprador
1972,PhD,Single,55260.0,0,81,825,8,53,11,0,242,5,6,0,1,54,0,1139,Comprador
1956,Graduation,Together,64090.0,0,8,316,58,161,76,51,135,4,5,0,1,70,0,797,Comprador
1958,Graduation,Divorced,78331.0,0,97,756,138,354,160,169,61,7,4,0,1,68,0,1638,Comprador
1974,PhD,Married,37087.0,1,50,194,55,134,15,0,3,8,6,0,1,52,1,401,Comprador
1986,Graduation,Divorced,21846.0,1,38,7,17,18,6,10,26,3,8,0,1,40,1,84,Comprador
1958,Graduation,Married,81320.0,0,61,183,33,493,59,103,57,10,2,0,1,68,0,928,Comprador
1970,Graduation,Divorced,54137.0,0,46,171,0,11,0,1,20,4,6,0,1,56,0,203,Comprador
1967,Graduation,Together,66825.0,0,73,243,101,405,29,40,40,6,2,0,1,59,0,858,Comprador
1973,Graduation,Together,57100.0,0,19,181,21,69,39,3,96,6,3,0,0,53,0,409,Não Comprador
1969,Graduation,Together,58917.0,1,10,151,7,89,0,7,28,6,5,0,1,57,1,282,Comprador
1977,Graduation,Single,85072.0,0,94,494,92,391,194,11,241,10,0,0,0,49,0,1423,Não Comprador
1961,Graduation,Single,86429.0,0,10,464,28,873,29,18,37,7,2,0,1,65,0,1449,Comprador
1971,Graduation,Widow,45684.0,1,37,5,1,5,10,0,7,2,7,0,0,55,1,28,Não Comprador
1974,Graduation,Together,47889.0,1,94,29,0,29,0,5,4,3,5,0,0,52,1,67,Não Comprador
1986,PhD,Married,45921.0,0,23,102,9,49,24,3,12,6,4,0,0,40,0,199,Não Comprador
1966,PhD,Single,78420.0,0,75,604,28,674,91,28,28,8,1,0,0,60,0,1453,Não Comprador
1992,Graduation,Together,75114.0,0,40,571,12,523,63,60,24,5,2,0,0,34,0,1253,Não Comprador
1963,PhD,Widow,52278.0,0,24,953,0,71,0,0,174,10,8,0,1,63,0,1198,Comprador
1972,Master,Married,35641.0,1,11,63,3,67,8,9,28,4,7,0,0,54,1,178,Não Comprador
1994,Graduation,Single,95529.0,0,29,770,29,890,250,27,24,7,3,0,1,32,0,1990,Comprador
1954,Graduation,Married,62820.0,0,51,398,61,265,138,61,53,6,1,0,0,72,0,976,Não Comprador
1960,Master,Together,73113.0,0,86,741,19,154,50,9,28,7,2,0,0,66,0,1001,Não Comprador
1982,PhD,Married,84169.0,0,9,1478,19,403,0,19,0,6,3,0,1,44,0,1919,Comprador
1954,2n Cycle,Single,42607.0,0,30,156,29,56,30,32,47,7,3,0,0,72,0,350,Não Comprador
1954,PhD,Single,74637.0,0,73,960,64,464,146,0,16,9,3,0,1,72,0,1650,Comprador
1955,PhD,Together,46015.0,1,25,38,0,2,0,0,6,3,7,0,0,71,1,46,Não Comprador
1993,Graduation,Single,72354.0,0,67,315,26,473,220,12,182,6,1,0,0,33,0,1228,Não Comprador
1969,Master,Single,39858.0,1,67,15,20,25,2,7,26,4,6,0,0,57,1,95,Não Comprador
1948,PhD,Married,34469.0,1,58,19,6,20,0,5,12,4,4,0,0,78,1,62,Não Comprador
1986,Graduation,Together,83033.0,1,82,812,99,431,237,149,33,10,5,0,1,40,1,1761,Comprador
1979,Master,Together,24401.0,0,98,73,28,217,10,24,115,6,8,0,1,47,0,467,Comprador
1978,Graduation,Married,77583.0,0,93,372,23,384,250,12,108,9,2,0,1,48,0,1149,Comprador
1982,2n Cycle,Single,74116.0,0,53,871,111,704,145,55,166,10,2,0,1,44,0,2052,Comprador
1993,Graduation,Single,74293.0,0,66,375,152,335,93,91,81,6,2,0,1,33,0,1127,Comprador
1976,PhD,Married,68397.0,0,6,760,80,466,17,13,80,5,3,0,1,50,0,1416,Comprador
1974,PhD,Together,79632.0,0,42,471,0,510,99,21,12,9,2,0,1,52,0,1113,Comprador
1989,Graduation,Single,46107.0,1,78,31,9,27,16,9,33,4,3,0,0,37,1,125,Não Comprador
1951,PhD,Single,64950.0,0,29,819,0,72,12,0,63,10,7,0,1,75,0,966,Comprador
1989,Basic,Married,25443.0,1,82,1,4,3,8,9,7,3,8,0,0,37,1,32,Não Comprador
1952,Graduation,Single,75127.0,0,92,203,35,305,46,17,227,5,1,0,0,74,0,833,Não Comprador
1971,PhD,Together,32892.0,1,78,26,0,15,2,1,2,3,8,0,0,55,1,46,Não Comprador
1971,Graduation,Together,71796.0,0,54,354,21,311,167,75,32,4,4,0,1,55,0,960,Comprador
1970,PhD,Married,67536.0,0,45,1253,0,447,23,71,35,11,8,0,1,56,0,1829,Comprador
1971,Graduation,Single,55239.0,0,59,371,17,238,23,24,106,11,5,0,1,55,0,779,Comprador
1975,PhD,Divorced,60554.0,1,8,588,7,76,110,15,15,9,6,0,1,51,1,811,Comprador
1952,2n Cycle,Single,64831.0,1,51,480,86,249,75,86,144,5,6,0,1,74,1,1120,Comprador
1962,PhD,Together,56067.0,0,51,517,12,54,16,6,120,7,5,0,1,64,0,725,Comprador
1983,Graduation,Divorced,82025.0,0,76,267,98,606,48,70,98,6,1,0,0,43,0,1187,Não Comprador
1953,Graduation,Together,94384.0,0,62,1111,24,790,160,45,172,5,2,0,1,73,0,2302,Comprador
1986,Basic,Single,14906.0,0,86,7,7,14,7,16,15,3,7,0,0,40,0,66,Não Comprador
1987,PhD,Married,51563.0,0,60,1166,0,48,0,0,36,10,8,0,1,39,0,1250,Comprador
1982,2n Cycle,Married,57937.0,0,56,261,42,144,55,48,133,9,3,0,1,44,0,683,Comprador
1979,Graduation,Divorced,68274.0,1,83,135,25,51,23,25,46,5,3,0,1,47,1,305,Comprador
1977,Graduation,Together,39771.0,1,92,6,2,18,2,8,14,3,4,0,0,49,1,50,Não Comprador
1975,2n Cycle,Divorced,67893.0,0,31,711,28,142,49,18,47,9,8,0,0,51,0,995,Não Comprador
1979,PhD,Together,27922.0,1,80,11,0,13,2,4,11,3,4,0,0,47,1,41,Não Comprador
1976,PhD,Together,52190.0,1,39,42,0,17,0,0,18,3,5,0,0,50,1,77,Não Comprador
1973,Master,Divorced,44051.0,1,20,79,7,58,6,3,18,4,6,0,0,53,1,171,Não Comprador
1971,PhD,Single,42767.0,2,53,20,6,43,19,5,38,2,8,0,0,55,2,131,Não Comprador
1976,Master,Together,46106.0,1,84,30,0,8,2,0,14,2,6,0,0,50,1,54,Não Comprador
1976,PhD,Married,16927.0,1,50,20,2,23,3,1,4,4,8,0,0,50,1,53,Não Comprador
1965,Graduation,Married,59754.0,0,96,115,27,44,4,146,139,6,5,0,1,61,0,475,Comprador
1952,Graduation,Single,53700.0,0,94,263,5,233,69,41,83,8,5,0,1,74,0,694,Comprador
1973,Graduation,Married,59041.0,1,25,69,2,15,2,2,6,4,5,0,0,53,1,96,Não Comprador
1957,PhD,Divorced,54237.0,0,48,267,3,30,4,0,57,5,6,0,1,69,0,361,Comprador
1967,Graduation,Divorced,70647.0,0,65,561,85,171,25,123,114,13,2,0,1,59,0,1079,Comprador
1962,PhD,Single,52597.0,0,69,492,0,37,7,0,42,8,5,0,1,64,0,578,Comprador
1969,Master,Together,41021.0,1,12,14,7,9,6,16,12,3,6,0,0,57,1,64,Não Comprador
1975,PhD,Married,40233.0,0,84,80,4,46,0,17,2,5,6,0,0,51,0,149,Não Comprador
1980,Graduation,Married,50183.0,1,47,97,12,84,13,10,15,6,5,0,0,46,1,231,Não Comprador
1959,Graduation,Together,54753.0,0,87,197,107,227,7,59,131,11,4,0,1,67,0,728,Comprador
1973,Graduation,Married,92955.0,0,35,693,21,925,31,24,84,9,2,0,1,53,0,1778,Comprador
1973,Graduation,Married,33471.0,1,47,43,2,27,0,9,12,4,7,0,0,53,1,93,Não Comprador
1974,PhD,Married,34596.0,1,48,14,0,2,0,0,7,2,8,0,0,52,1,23,Não Comprador
1980,Graduation,Together,44010.0,1,46,186,36,234,86,72,48,6,9,0,1,46,1,662,Comprador
1988,Graduation,Married,84219.0,0,27,434,137,400,45,137,45,10,1,0,0,38,0,1198,Não Comprador
1968,PhD,Together,40706.0,2,37,59,0,11,4,2,5,4,7,0,0,58,2,81,Não Comprador
1988,2n Cycle,Married,15716.0,1,8,16,5,30,8,7,26,4,8,1,0,38,1,92,Não Comprador
1959,2n Cycle,Divorced,59052.0,0,29,230,35,75,63,57,31,7,5,0,1,67,0,491,Comprador
1971,Master,Together,80573.0,0,85,829,138,430,60,92,15,13,2,0,1,55,0,1564,Comprador
1962,Graduation,Married,83715.0,0,2,318,8,407,150,35,8,13,0,0,0,64,0,926,Não Comprador
1959,Master,Together,82576.0,0,66,1206,55,445,168,18,18,12,1,0,0,67,0,1910,Não Comprador
1965,Master,Married,56962.0,2,60,292,3,77,10,3,26,5,7,0,1,61,2,411,Comprador
1952,Graduation,Married,35704.0,1,54,30,9,12,2,11,30,4,4,0,0,74,1,94,Não Comprador
1954,Graduation,Together,53103.0,0,70,729,17,133,11,0,195,7,7,0,1,72,0,1085,Comprador
1960,2n Cycle,Widow,46779.0,1,55,12,1,3,0,0,7,2,4,0,0,66,1,23,Não Comprador
1965,Graduation,Divorced,4861.0,0,20,2,1,1,1,0,1,0,14,0,0,61,0,6,Não Comprador
1979,Master,Divorced,33462.0,1,78,22,3,18,0,0,11,3,7,0,0,47,1,54,Não Comprador
1978,Graduation,Divorced,63693.0,0,63,587,43,337,42,87,54,9,6,0,1,48,0,1150,Comprador
1950,Graduation,Married,80763.0,0,17,674,168,108,192,42,231,6,3,0,1,76,0,1415,Comprador
1974,PhD,Married,65352.0,0,43,284,3,84,4,7,23,8,4,0,1,52,0,405,Comprador
1978,PhD,Married,82170.0,0,13,1023,93,651,49,55,37,7,2,0,1,48,0,1908,Comprador
1969,Graduation,Married,75759.0,0,46,1394,22,708,89,91,182,9,5,0,1,57,0,2486,Comprador
1976,2n Cycle,Single,79689.0,0,65,311,26,640,180,37,121,13,2,0,1,50,0,1315,Comprador
1956,PhD,Widow,35340.0,1,1,27,0,12,0,1,5,3,5,0,0,70,1,45,Não Comprador
1954,Graduation,Divorced,85683.0,0,6,1296,17,311,45,69,51,10,1,0,0,72,0,1789,Não Comprador
1972,2n Cycle,Married,24884.0,1,32,3,6,7,0,0,3,3,7,0,0,54,1,19,Não Comprador
1981,Master,Together,42021.0,1,34,393,5,136,7,5,27,6,9,0,1,45,1,573,Comprador
1989,Graduation,Single,64449.0,1,70,218,63,282,137,35,70,12,4,0,1,37,1,805,Comprador
1954,Graduation,Divorced,64587.0,1,49,66,0,16,0,6,20,4,3,0,0,72,1,108,Não Comprador
1995,Graduation,Single,34824.0,0,65,4,2,11,2,0,4,2,6,0,0,31,0,23,Não Comprador
1978,Graduation,Together,75437.0,0,25,795,0,545,95,58,0,10,6,0,1,48,0,1493,Comprador
1957,Graduation,Together,26091.0,1,84,15,10,19,8,17,20,3,5,0,0,69,1,89,Não Comprador
1973,Graduation,Married,52845.0,1,7,384,25,292,130,41,64,6,6,0,1,53,1,936,Comprador
1956,Graduation,Divorced,46086.0,0,34,244,8,32,7,2,50,8,4,0,0,70,0,343,Não Comprador
1956,PhD,Widow,78028.0,0,38,158,19,288,25,0,38,9,7,0,1,70,0,528,Comprador
1987,PhD,Single,95169.0,0,1,1285,21,449,106,20,20,4,1,0,1,39,0,1901,Comprador
1981,2n Cycle,Married,56337.0,1,25,349,16,144,28,5,182,4,8,0,1,45,1,724,Comprador
1987,Graduation,Together,22434.0,1,25,4,12,11,3,13,15,3,8,0,0,39,1,58,Não Comprador
1954,PhD,Married,36930.0,0,50,223,2,31,0,2,39,4,8,0,1,72,0,297,Comprador
1954,Graduation,Single,36130.0,0,46,157,43,127,68,56,37,4,4,0,0,72,0,488,Não Comprador
1953,Master,Married,65569.0,0,96,397,46,288,20,38,70,10,3,0,1,73,0,859,Comprador
1952,Graduation,Together,83844.0,0,57,901,31,345,75,31,191,11,1,0,1,74,0,1574,Comprador
1968,Graduation,Married,19514.0,1,47,14,3,21,2,1,28,2,8,0,0,58,1,69,Não Comprador
1963,PhD,Single,36736.0,1,52,10,0,3,0,0,4,2,6,0,0,63,1,17,Não Comprador
1979,Graduation,Together,77568.0,0,30,1230,0,396,232,178,158,8,5,0,1,47,0,2194,Comprador
1976,PhD,Together,49187.0,0,63,81,1,31,2,1,0,5,2,0,0,50,0,116,Não Comprador
1978,Graduation,Single,30168.0,1,51,154,20,66,0,12,27,4,9,0,1,48,1,279,Comprador
1968,Master,Together,34053.0,0,14,63,0,21,7,0,12,3,8,0,0,58,0,103,Não Comprador
1971,Master,Married,38196.0,1,20,30,0,11,0,0,3,4,5,0,0,55,1,44,Não Comprador
1951,Master,Married,59412.0,0,56,90,67,165,30,43,11,8,3,0,1,75,0,406,Comprador
1965,2n Cycle,Married,70924.0,0,41,635,114,254,132,152,76,7,3,0,1,61,0,1363,Comprador
1969,Graduation,Together,54165.0,0,72,127,4,73,15,6,11,7,2,0,0,57,0,236,Não Comprador
1973,Graduation,Married,32300.0,1,1,13,3,6,6,5,6,3,8,0,0,53,1,39,Não Comprador
1976,Graduation,Single,20180.0,0,27,18,42,24,15,20,18,4,7,0,0,50,0,137,Não Comprador
1973,Graduation,Married,34961.0,1,77,45,2,26,4,1,1,3,7,0,0,53,1,79,Não Comprador
1974,PhD,Together,28440.0,1,87,38,1,24,0,0,0,3,8,0,0,52,1,63,Não Comprador
1953,PhD,Together,64504.0,1,81,986,36,168,16,0,108,4,7,0,1,73,1,1314,Comprador
1966,Master,Together,33564.0,0,51,61,0,3,0,0,7,3,5,0,0,60,0,71,Não Comprador
1978,Graduation,Married,17345.0,1,79,4,9,16,17,0,12,2,8,0,0,48,1,58,Não Comprador
1967,PhD,Married,56320.0,0,11,201,53,172,116,77,83,9,4,0,1,59,0,702,Comprador
1978,Graduation,Single,28647.0,1,54,19,8,29,0,12,26,2,7,0,0,48,1,94,Não Comprador
1987,Basic,Single,15038.0,1,93,4,8,11,19,12,26,2,9,0,0,39,1,80,Não Comprador
1958,PhD,Divorced,32173.0,0,0,18,0,2,0,0,2,3,4,0,0,68,0,22,Não Comprador
1964,2n Cycle,Together,68316.0,0,54,806,80,161,120,11,33,10,6,0,1,62,0,1211,Comprador
1971,Graduation,Together,74538.0,0,21,380,98,733,110,112,28,5,3,0,1,55,0,1461,Comprador
1971,Graduation,Single,91700.0,0,58,576,172,961,125,115,19,5,3,0,1,55,0,1968,Comprador
1969,Graduation,Together,68695.0,0,3,458,81,356,106,50,40,7,2,0,1,57,0,1091,Comprador
1977,2n Cycle,Married,31056.0,1,99,5,10,13,3,8,16,3,8,0,0,49,1,55,Não Comprador
1973,Graduation,Married,79593.0,0,70,350,60,568,110,133,145,7,2,0,1,53,0,1366,Comprador
1980,Graduation,Single,28071.0,0,65,39,33,130,41,26,44,5,8,0,1,46,0,313,Comprador
1958,PhD,Together,37334.0,1,44,26,1,16,2,2,15,4,4,0,0,68,1,62,Não Comprador
1972,Master,Single,46423.0,1,6,68,0,16,0,0,8,4,7,0,0,54,1,92,Não Comprador
1971,PhD,Married,37126.0,1,9,45,3,9,4,4,7,2,6,0,0,55,1,72,Não Comprador
1953,Graduation,Married,47703.0,0,95,359,0,134,13,26,123,8,5,0,1,73,0,655,Comprador
1959,Graduation,Married,61180.0,0,70,403,24,29,6,24,218,6,3,0,1,67,0,704,Comprador
1954,Graduation,Married,38998.0,1,92,34,1,14,0,0,5,3,8,1,0,72,1,54,Não Comprador
1991,Graduation,Single,8028.0,0,62,73,18,66,7,12,2,0,19,0,0,35,0,178,Não Comprador
1962,Graduation,Together,76081.0,0,85,292,30,415,63,33,200,4,2,0,1,64,0,1033,Comprador
1986,Graduation,Together,34728.0,1,2,14,0,16,0,0,6,2,6,0,0,40,1,36,Não Comprador
1965,Master,Single,33168.0,0,0,80,1,37,0,1,3,4,7,0,0,61,0,122,Não Comprador
1966,Master,Married,33585.0,0,91,30,11,33,13,6,29,4,4,0,0,60,0,122,Não Comprador
1960,PhD,Married,77037.0,0,3,463,96,333,168,53,10,12,3,0,1,66,0,1123,Comprador
1984,Graduation,Together,35196.0,1,68,75,12,141,43,39,187,5,8,0,1,42,1,497,Comprador
1966,Graduation,Married,44529.0,0,98,538,13,91,17,6,26,11,5,0,1,60,0,691,Comprador
1965,2n Cycle,Married,70924.0,0,41,635,114,254,132,152,76,7,3,0,1,61,0,1363,Comprador
1966,PhD,Together,28764.0,1,16,8,0,3,0,0,1,2,8,0,0,60,1,12,Não Comprador
1949,PhD,Married,69098.0,0,82,1315,22,780,145,0,178,9,5,0,1,77,0,2440,Comprador
1970,2n Cycle,Divorced,25959.0,1,1,4,2,12,7,5,26,2,6,0,0,56,1,56,Não Comprador
1983,Master,Married,27100.0,1,64,12,0,13,2,0,10,3,7,0,0,43,1,37,Não Comprador
1985,Graduation,Single,70596.0,0,68,347,44,534,17,0,26,12,2,0,0,41,0,968,Não Comprador
1974,Graduation,Married,42557.0,0,98,192,5,53,0,5,15,4,8,0,1,52,0,270,Comprador
1951,PhD,Married,53312.0,0,32,241,0,12,0,0,25,5,7,0,1,75,0,278,Comprador
1952,Graduation,Single,72228.0,0,87,631,28,491,30,14,56,8,3,0,1,74,0,1250,Comprador
1987,Graduation,Together,67605.0,0,84,336,28,282,184,54,54,6,1,0,0,39,0,938,Não Comprador
1949,Master,Married,62845.0,1,3,1099,0,45,0,0,34,10,8,0,0,77,1,1178,Não Comprador
1958,Graduation,Together,65196.0,0,34,743,19,181,12,0,200,11,5,0,1,68,0,1155,Comprador
1987,PhD,Single,42000.0,0,23,124,83,267,85,59,35,11,5,0,1,39,0,653,Comprador
1973,PhD,Divorced,35860.0,1,37,15,0,8,4,2,20,2,5,0,0,53,1,49,Não Comprador
1964,PhD,Married,65526.0,0,22,397,19,69,12,0,9,8,2,0,1,62,0,506,Comprador
1961,Graduation,Married,16860.0,1,19,10,4,4,3,3,14,3,7,0,0,65,1,38,Não Comprador
1992,Graduation,Single,83528.0,0,7,530,117,678,134,44,147,8,1,0,1,34,0,1650,Comprador
1965,2n Cycle,Divorced,64176.0,0,52,1215,33,249,64,116,149,8,6,0,1,61,0,1826,Comprador
1956,Graduation,Divorced,22304.0,0,91,3,2,7,0,4,2,2,8,0,0,70,0,18,Não Comprador
1978,Graduation,Married,67023.0,0,93,444,44,382,11,8,17,13,2,1,0,48,0,906,Não Comprador
1971,PhD,Together,32892.0,1,78,26,0,15,2,1,2,3,8,0,0,55,1,46,Não Comprador
1966,Graduation,Together,70713.0,0,23,736,114,279,82,76,190,8,3,0,1,60,0,1477,Comprador
1955,Graduation,Together,59925.0,0,83,473,21,176,19,21,56,9,6,0,1,71,0,766,Comprador
1953,Graduation,Married,39722.0,0,92,32,0,5,2,0,8,3,5,0,0,73,0,47,Não Comprador
1958,Graduation,Together,46610.0,0,4,288,10,30,4,10,125,6,6,0,1,68,0,467,Comprador
1961,Graduation,Together,88347.0,0,32,1050,178,555,77,138,118,9,1,0,1,65,0,2116,Comprador
1981,PhD,Married,87171.0,0,27,1001,44,107,58,44,44,11,2,0,1,45,0,1298,Comprador
1976,2n Cycle,Together,26907.0,1,10,9,1,7,0,3,2,3,7,0,0,50,1,22,Não Comprador
1968,Master,Single,50014.0,1,9,234,14,77,19,10,42,8,5,0,1,58,1,396,Comprador
1978,PhD,Married,41014.0,1,65,7,2,6,2,0,3,2,7,0,0,48,1,20,Não Comprador
1965,Graduation,Single,66294.0,0,68,251,108,334,65,92,117,5,2,0,1,61,0,967,Comprador
1971,Graduation,Married,36715.0,1,16,172,10,125,21,13,16,4,9,0,1,55,1,357,Comprador
1956,Graduation,Married,79456.0,0,12,565,42,548,64,83,99,4,3,0,1,70,0,1401,Comprador
